"","term","label","estimate","std.error","p.value","star"
"60","avcost:vulnmen","Avg. hhld cost for county X 1=Men vulnerable",-0.00270001692488971,0.00107187748413196,0.0117701896914607,"*"
"61","avcost:vulnnoneng","Avg. hhld cost for county X 1=Non-Engl. vulnerable",0.00156509956628321,0.00119202088553955,0.189189692090831,""
"62","avcost:vulnlowinc","Avg. hhld cost for county X 1=Low-income vulnerable",-0.00247714366534703,0.000918699125711409,0.00701018378578432,"*"
"63","avcost:vulnnosci","Avg. hhld cost for county X 1=No science vulnerable",0.00496822237051338,0.00162914864632772,0.00229160073216391,"*"
"64","avcost:owninc","Avg. hhld cost for county X Own hhld inc in 10K",-1.40378767451945e-05,6.77630449348675e-06,0.0383015980397211,"*"
"65","avcost:ageb55to64","Avg. hhld cost for county X ageb55to64",-0.00166277358621214,0.00139737859962099,0.234076474517907,""
"66","avcost:ideolliberal","Avg. hhld cost for county X ideolliberal",0.00373681998004836,0.00100084731981783,0.000188719928007329,"*"
"67","avcost:fedui","Avg. hhld cost for county X Federal UI",-4.03805301897763e-07,2.689823630244e-06,0.880667307607479,""
"68","unempl","Unempl rate for county",0.018809659401311,0.0562821691025217,0.738226519232035,""
"69","unempl:black","Unempl rate for county X black",0.240160438244736,0.129448355772396,0.0635590171931815,""
"70","unempl:asian","Unempl rate for county X asian",0.0229451616570243,0.0585678232417941,0.695227588606461,""
"71","unempl:female","Unempl rate for county X female",-0.0875080042794425,0.0283706542341252,0.00203925506032401,"*"
"72","unempl:pzipage12to17","Unempl rate for county X pzipage12to17",-0.480263974423882,0.476736221645756,0.313742687322393,""
"73","unempl:pziprblack","Unempl rate for county X pziprblack",0.385601990181176,0.254386793932751,0.12956745833388,""
"74","unempl:pziprothrace3","Unempl rate for county X pziprothrace3",0.477797486160054,0.178108230188878,0.00730469762742475,"*"
"75","unempl:pzipiagric","Unempl rate for county X pzipiagric",-0.618681820047803,0.259374263661526,0.0170658445453094,"*"
"76","unempl:pzipiconstr","Unempl rate for county X pzipiconstr",-0.187385355870112,0.394631412397217,0.634903592122516,""
"77","unempl:pzipiwholes","Unempl rate for county X pzipiwholes",2.02423092687973,0.819733906115607,0.0135349060158505,"*"
"78","unempl:pzipiinfor","Unempl rate for county X pzipiinfor",-1.58560914415523,0.444183623603568,0.000357369197867709,"*"
"79","unempl:comresp","Unempl rate for county X 1=Own respir. group",0.117574818659784,0.0357810539373499,0.00101638399677625,"*"
"80","unempl:comcovid","Unempl rate for county X 1=Own COVID",-0.041545841561674,0.0597708335772835,0.487001702114613,""
"81","unempl:ffcomcanc","Unempl rate for county X 1=Family cancer group",-0.0228449251942212,0.0387979267073992,0.555983238526488,""
"82","unempl:ffcomorbid","Unempl rate for county X 1=Family underlying conditions",-0.0107171640670653,0.0201953345804718,0.595643845333439,""
"83","unempl:vulnchild","Unempl rate for county X 1=Children vulnerable",0.000697453722303167,0.0259665671534537,0.978571651440958,""
"84","unempl:vulnnosci","Unempl rate for county X 1=No science vulnerable",-0.0146236801095541,0.0469334708332079,0.755357318420314,""
"85","unempl:vulnessent","Unempl rate for county X 1=Essentials vulnerable",0.0401294004025451,0.0221829747693353,0.0704482087222354,""
"86","unempl:ageb18to24","Unempl rate for county X ageb18to24",0.0713924223037659,0.0336719742186916,0.0339864222947373,"*"
"87","unempl:ageb25to34","Unempl rate for county X ageb25to34",-0.0633651322711401,0.0333748898009357,0.0576187975445348,""
"88","unempl:ageb35to44","Unempl rate for county X ageb35to44",-0.0350801019742138,0.0313132904045095,0.262588353659611,""
"89","unempl:ageb55to64","Unempl rate for county X ageb55to64",0.168714311287527,0.0420979599418356,6.13233090437718e-05,"*"
"90","unempl:ageb75up","Unempl rate for county X ageb75up",0.0985853731388249,0.0475029734648369,0.0379539581602257,"*"
"91","unempl:ideolconserv","Unempl rate for county X ideolconserv",-0.0193471750509892,0.0307030353477204,0.528603750505259,""
"92","unempl:ideolliberal","Unempl rate for county X ideolliberal",-0.0107505835408039,0.0332822896432226,0.746686049479647,""
"93","unempl:monthstwo","Unempl rate for county X 1=two-month restrictions",0.0274444837540197,0.0233863026881544,0.240584088378157,""
"94","rule1","Num. of Grocery restrictions",-0.37435541529458,0.24328202082719,0.123860114813604,""
"95","rule1:OR","Num. of Grocery restrictions X OR",0.0207958090856453,0.163317252586971,0.898676196376143,""
"96","rule1:WA","Num. of Grocery restrictions X WA",0.0189826184053164,0.130629741323743,0.884461219967881,""
"97","rule1:black","Num. of Grocery restrictions X black",-0.416713226880801,0.451985744687083,0.356548921482332,""
"98","rule1:asian","Num. of Grocery restrictions X asian",-0.00362167301965459,0.210788669071487,0.986291792480654,""
"99","rule1:pvoterep","Num. of Grocery restrictions X pvoterep",0.184147234578355,0.408722265817216,0.652318464468678,""
"100","rule1:pzipage65to74","Num. of Grocery restrictions X pzipage65to74",0.0588455328851178,1.42418704875519,0.967041839084501,""
"101","rule1:pziprmulti","Num. of Grocery restrictions X pziprmulti",5.82849032446945,2.078012213683,0.00503416715594457,"*"
"102","rule1:pziphealthinsno","Num. of Grocery restrictions X pziphealthinsno",-1.63494988557066,1.2550944328147,0.192693973847309,""
"103","rule1:pzipiagric","Num. of Grocery restrictions X pzipiagric",-1.60377967556965,1.25480885216292,0.201211785973863,""
"104","rule1:pzipiothserv","Num. of Grocery restrictions X pzipiothserv",1.71663855002218,3.00062358926889,0.567258339288642,""
"105","rule1:pzipipubadm","Num. of Grocery restrictions X pzipipubadm",-0.380711015795192,1.38960022505208,0.784106436438628,""
"106","rule1:comdiab","Num. of Grocery restrictions X 1=Own diabetes group",0.258392117296166,0.146805554187122,0.0783912438249474,""
"107","rule1:comresp","Num. of Grocery restrictions X 1=Own respir. group",0.299873451100781,0.152991780559216,0.0499884862228494,"*"
"108","rule1:comage","Num. of Grocery restrictions X 1=Own aged group",0.154591991985458,0.174567505575947,0.375848523608846,""
"109","rule1:comcovid","Num. of Grocery restrictions X 1=Own COVID",-0.197392638146954,0.209600440107957,0.346317171184316,""
"110","rule1:ffcomheart","Num. of Grocery restrictions X 1=Family heart group",0.160189834186001,0.176786048307856,0.364870963131803,""
"111","rule1:ffcomdiab","Num. of Grocery restrictions X 1=Family diabetes group",-0.203023192723926,0.135849089458482,0.135051271610487,""
"112","rule1:ffcomresp","Num. of Grocery restrictions X 1=Family respir. group",-0.338514742280598,0.140568657171656,0.0160322388273054,"*"
"113","rule1:ffcomcanc","Num. of Grocery restrictions X 1=Family cancer group",0.167015519473144,0.19468060578045,0.390950442054416,""
"114","rule1:ffcomage","Num. of Grocery restrictions X 1=Family aged group",0.0333183398478324,0.139273973046538,0.810928202894766,""
"115","rule1:vulnteens","Num. of Grocery restrictions X 1=Teens vulnerable",0.384053780482991,0.21734595920063,0.0772255541413948,""
"116","rule1:vulnmen","Num. of Grocery restrictions X 1=Men vulnerable",-0.179546836969605,0.156262471845035,0.250552664173354,""
"117","rule1:vulnrural","Num. of Grocery restrictions X 1=Rural vulnerable",0.369308671647717,0.150829851506757,0.0143447730044591,"*"
"118","rule1:ageb35to44","Num. of Grocery restrictions X ageb35to44",-0.00495193630589069,0.123157407221612,0.967927149036049,""
"119","rule1:monthstwo","Num. of Grocery restrictions X 1=two-month restrictions",-0.134583180034195,0.101460878366189,0.184689388112344,""
"120","rule2","Num. Nonessential restrictions",-0.00943579444674642,0.153851110423118,0.951095851332895,""
"121","rule2:black","Num. Nonessential restrictions X black",0.27229591989393,0.336667151387642,0.418631003032941,""
"122","rule2:asian","Num. Nonessential restrictions X asian",-0.00563373835161468,0.193306290517791,0.976749661985385,""
"123","rule2:multi","Num. Nonessential restrictions X multi",0.223238919876348,0.106423641465651,0.0359365994510313,"*"
"124","rule2:female","Num. Nonessential restrictions X female",-0.146139062275782,0.0850836919288602,0.0858710740907029,""
"125","rule2:pziprasian","Num. Nonessential restrictions X pziprasian",-0.394238077869572,0.389206091438935,0.31109414790532,""
"126","rule2:pziprothrace3","Num. Nonessential restrictions X pziprothrace3",-0.220248766746949,0.43434242110524,0.612094791408064,""
"127","rule2:pzipiothserv","Num. Nonessential restrictions X pzipiothserv",-2.02341004140187,1.90084210990636,0.287110921093591,""
"128","rule2:comdiab","Num. Nonessential restrictions X 1=Own diabetes group",0.0305596846399168,0.0995883128275166,0.758949822079017,""
"129","rule2:comcanc","Num. Nonessential restrictions X 1=Own cancer group",0.120305688783162,0.174602680222402,0.490807257603776,""
"130","rule2:compreg","Num. Nonessential restrictions X 1=Own pregnancy",0.0955449002723436,0.350297817891515,0.785042828259526,""
"131","rule2:ffcomcanc","Num. Nonessential restrictions X 1=Family cancer group",0.279224581442377,0.149588601388951,0.0619551338261599,""
"132","rule2:ffcomnovax","Num. Nonessential restrictions X 1=Family no vaccine",0.0637224283118493,0.0764232984382766,0.40438866521939,""
"133","rule2:owninc","Num. Nonessential restrictions X Own hhld inc in 10K",0.000952843869722863,0.000710979333772711,0.180185192708448,""
"134","rule2:ageb35to44","Num. Nonessential restrictions X ageb35to44",0.106919567415354,0.110568300217394,0.3335439382421,""
"135","rule2:ideolliberal","Num. Nonessential restrictions X ideolliberal",-0.166857942978401,0.0885368730895051,0.0594817991921106,""
"136","rule2:monthstwo","Num. Nonessential restrictions X 1=two-month restrictions",0.0404757015249298,0.0877735230318824,0.644699643772572,""
"137","rule2:monthsthr","Num. Nonessential restrictions X 1=three-month restrictions",0.16756348185938,0.085816682178361,0.0508700123064447,""
"138","rule3","Num. Schools restrictions",0.0623086288020104,0.120786199843782,0.605953004078101,""
"139","rule3:black","Num. Schools restrictions X black",-0.818161621175512,0.336365746064473,0.0150009082202801,"*"
"140","rule3:asian","Num. Schools restrictions X asian",-0.182731181147885,0.181434460693486,0.313864115842117,""
"141","rule3:comheart","Num. Schools restrictions X 1=Own heart group",0.206242968092542,0.148502940523489,0.164889306189589,""
"142","rule3:comdiab","Num. Schools restrictions X 1=Own diabetes group",0.117608202689844,0.101442270218717,0.246309103529082,""
"143","rule3:comresp","Num. Schools restrictions X 1=Own respir. group",-0.0619622085384518,0.116956274992822,0.596257873660734,""
"144","rule3:comother","Num. Schools restrictions X 1=Own other illness",-0.455941012037715,0.241056502328307,0.0585672371506173,""
"145","rule3:ffcompreg","Num. Schools restrictions X 1=Family pregnancy",-0.724798183467395,0.315588769447499,0.0216385202711145,"*"
"146","rule3:ffcomcovid","Num. Schools restrictions X 1=Family COVID",-0.0543742932509818,0.123962241713453,0.660925357791143,""
"147","rule3:vulnseniors","Num. Schools restrictions X 1=Seniors vulnerable",-0.0462746472785097,0.0933804695254322,0.620212272474328,""
"148","rule3:vulnwomen","Num. Schools restrictions X 1=Women vulnerable",0.313320981198372,0.120268827200558,0.00918281487149877,"*"
"149","rule3:vulnnonwhite","Num. Schools restrictions X 1=Nonwhites vulnerable",0.179811375257383,0.0875297621697765,0.0399477865984061,"*"
"150","rule3:owninc","Num. Schools restrictions X Own hhld inc in 10K",-0.00110248347509179,0.000627691107618436,0.079018280670717,""
"151","rule3:ageb75up","Num. Schools restrictions X ageb75up",-0.272912652170304,0.205167517077229,0.18345427711679,""
"152","rule3:ideolconserv","Num. Schools restrictions X ideolconserv",-0.0227305728117324,0.0914873163605414,0.80378160861451,""
"153","rule3:fedui","Num. Schools restrictions X Federal UI",-0.000264896191094832,0.000265564283224687,0.318529512773063,""
"154","rule4","Num. Colleges restrictions",0.144549214321517,0.18665344641731,0.438679127208862,""
"155","rule4:OR","Num. Colleges restrictions X OR",-0.224223725576016,0.132196299489042,0.089858948696897,""
"156","rule4:WA","Num. Colleges restrictions X WA",-0.116002566020407,0.0970835976829711,0.232136667813457,""
"157","rule4:black","Num. Colleges restrictions X black",0.523293153573335,0.351086061096549,0.136093280824166,""
"158","rule4:female","Num. Colleges restrictions X female",0.00291923903501318,0.0813004181296628,0.971356662163633,""
"159","rule4:pzipage12to17","Num. Colleges restrictions X pzipage12to17",-0.862598880014824,1.62123473381943,0.594682420634669,""
"160","rule4:pzipage25to34","Num. Colleges restrictions X pzipage25to34",-0.0325112475464623,0.65085946658858,0.960161232224869,""
"161","rule4:pziprblack","Num. Colleges restrictions X pziprblack",0.890199863555068,0.872952096427636,0.307843257857858,""
"162","rule4:pziprasian","Num. Colleges restrictions X pziprasian",-0.902014090005385,0.373312944040155,0.015681672545926,"*"
"163","rule4:pzipifinan","Num. Colleges restrictions X pzipifinan",-0.960236623373094,1.60871590698102,0.550576596671576,""
"164","rule4:comdiab","Num. Colleges restrictions X 1=Own diabetes group",-0.143907597059447,0.104476951877048,0.168385526512166,""
"165","rule4:comage","Num. Colleges restrictions X 1=Own aged group",0.0942141455632689,0.126125794072427,0.455072283754058,""
"166","rule4:comother","Num. Colleges restrictions X 1=Own other illness",0.108525761056522,0.19931085088731,0.58609398725409,""
"167","rule4:compreg","Num. Colleges restrictions X 1=Own pregnancy",0.431146647160833,0.482028981210991,0.371085802937849,""
"168","rule4:ffcomdiab","Num. Colleges restrictions X 1=Family diabetes group",0.16140046568921,0.109490050607986,0.140451762126319,""
"169","rule4:ffcomage","Num. Colleges restrictions X 1=Family aged group",0.0945340315397909,0.103143153071292,0.359387773125844,""
"170","rule4:ffcomorbid","Num. Colleges restrictions X 1=Family underlying conditions",0.0810017677735828,0.102937497716167,0.431338981037524,""
"171","rule4:vulnteens","Num. Colleges restrictions X 1=Teens vulnerable",0.00214317282659036,0.138654800615507,0.987667672426895,""
"172","rule4:vulnnonwhite","Num. Colleges restrictions X 1=Nonwhites vulnerable",0.0299032313305656,0.0846575570935754,0.723919185050575,""
"173","rule4:vulnnosci","Num. Colleges restrictions X 1=No science vulnerable",0.0736698675740052,0.13482718832455,0.584789522369567,""
"174","rule4:vulnessent","Num. Colleges restrictions X 1=Essentials vulnerable",-0.115901184027556,0.100535089847793,0.248974792770405,""
"175","rule4:ageb35to44","Num. Colleges restrictions X ageb35to44",0.0495669805177636,0.0909447142884444,0.585737551566356,""
"176","rule4:ideolconserv","Num. Colleges restrictions X ideolconserv",0.197590483062905,0.0836930570281445,0.0182309132463629,"*"
"177","rule4:countypop","Num. Colleges restrictions X countypop",-1.81125967394109e-09,1.39973486816465e-08,0.897040991974779,""
"178","rule5","Num. Parks restrictions",0.250455976452941,0.162907514151001,0.124192435648268,""
"179","rule5:pziphealthinsno","Num. Parks restrictions X pziphealthinsno",-1.32337551351595,0.835824394740541,0.113349082823217,""
"180","rule5:pzipiconstr","Num. Parks restrictions X pzipiconstr",-1.62128563593118,1.4291500014932,0.256609820604372,""
"181","rule5:pzipiprofsci","Num. Parks restrictions X pzipiprofsci",-0.316399465857431,0.5807028200214,0.585852500672155,""
"182","rule5:comage","Num. Parks restrictions X 1=Own aged group",0.137817072955953,0.122829905017535,0.261855795392218,""
"183","rule5:comother","Num. Parks restrictions X 1=Own other illness",-0.0677380113748836,0.200848521505561,0.73592151461181,""
"184","rule5:comnovax","Num. Parks restrictions X 1=Own no vaccine",-0.0888179795424919,0.0656510209027901,0.176093841332735,""
"185","rule5:ffcomdiab","Num. Parks restrictions X 1=Family diabetes group",0.119301515105748,0.0945025236914769,0.206799069562149,""
"186","rule5:ffcomresp","Num. Parks restrictions X 1=Family respir. group",0.0773222285047352,0.102138667810518,0.449030758529348,""
"187","rule5:ffcomcanc","Num. Parks restrictions X 1=Family cancer group",-0.28242621119108,0.15231525883243,0.0637074928900312,""
"188","rule5:vulnchild","Num. Parks restrictions X 1=Children vulnerable",-0.0170302298128733,0.0936323211485332,0.855673688175098,""
"189","rule5:vulnnoneng","Num. Parks restrictions X 1=Non-Engl. vulnerable",0.105146822202044,0.121347142410628,0.386218179719255,""
"190","rule5:vulnrural","Num. Parks restrictions X 1=Rural vulnerable",0.114691511604747,0.11152200588887,0.303752092499478,""
"191","rule5:owninc","Num. Parks restrictions X Own hhld inc in 10K",0.000572891206249113,0.000676665085788297,0.397196241388603,""
"192","rule5:ageb18to24","Num. Parks restrictions X ageb18to24",-0.214335229449924,0.127844024849765,0.0936330680611301,""
"193","rule5:ageb25to34","Num. Parks restrictions X ageb25to34",0.0322607841967195,0.106997318766014,0.763025464546765,""
"194","rule5:ageb35to44","Num. Parks restrictions X ageb35to44",-0.00612410799931079,0.10403056262811,0.953056964081446,""
"195","rule5:ideolconserv","Num. Parks restrictions X ideolconserv",0.00298627222919413,0.0850310284533353,0.971984217571128,""
"196","rule5:monthsthr","Num. Parks restrictions X 1=three-month restrictions",-0.242103194362606,0.0804249380890268,0.00260989732532472,"*"
"197","rule6","Num. Gyms restrictions",0.73338734679441,0.181475147452401,5.31659076440538e-05,"*"
"198","rule6:WA","Num. Gyms restrictions X WA",0.130104878614806,0.0829560047931763,0.116797143598692,""
"199","rule6:female","Num. Gyms restrictions X female",-0.0340551134413368,0.0834535072146234,0.683220166279585,""
"200","rule6:pvoterep","Num. Gyms restrictions X pvoterep",-0.362787011494804,0.276394426183177,0.189327909064458,""
"201","rule6:pzipiwholes","Num. Gyms restrictions X pzipiwholes",-2.78438177621415,2.55116992981823,0.275090893049114,""
"202","rule6:pzipiothserv","Num. Gyms restrictions X pzipiothserv",-5.93900112772981,1.86918555893924,0.00148642799375255,"*"
"203","rule6:comresp","Num. Gyms restrictions X 1=Own respir. group",-0.258283409253711,0.125821137931253,0.0400936925770713,"*"
"204","rule6:comcanc","Num. Gyms restrictions X 1=Own cancer group",-0.368184296489426,0.154461731407372,0.0171414173675044,"*"
"205","rule6:comother","Num. Gyms restrictions X 1=Own other illness",-0.0342014799400494,0.251961350737932,0.89202605246667,""
"206","rule6:compreg","Num. Gyms restrictions X 1=Own pregnancy",1.58696634852167,0.437391839987237,0.000285350383316994,"*"
"207","rule6:comnovax","Num. Gyms restrictions X 1=Own no vaccine",-0.159325433991826,0.0692874298892774,0.0214773910325486,"*"
"208","rule6:comorbid","Num. Gyms restrictions X 1=Own underlying conditions",0.0179408123803071,0.0980358812926034,0.854796048912728,""
"209","rule6:ffcomheart","Num. Gyms restrictions X 1=Family heart group",0.00671519602923536,0.13316294152239,0.959780993581358,""
"210","rule6:ffcomother","Num. Gyms restrictions X 1=Family other illness",-0.809680046899444,0.384212818181581,0.0350851862558431,"*"
"211","rule6:ffcomcovid","Num. Gyms restrictions X 1=Family COVID",0.35213074972291,0.127387376904032,0.00570535430407612,"*"
"212","rule6:vulnwomen","Num. Gyms restrictions X 1=Women vulnerable",-0.0626585484653074,0.113080681879624,0.579507126239615,""
"213","rule6:vulnrural","Num. Gyms restrictions X 1=Rural vulnerable",-0.135329807629317,0.11760117561211,0.249834208488136,""
"214","rule6:ageb35to44","Num. Gyms restrictions X ageb35to44",-0.0521300728705274,0.103672491094441,0.615080854854943,""
"215","rule6:ageb65to74","Num. Gyms restrictions X ageb65to74",-0.209250013890995,0.0778582882719234,0.00719728685998243,"*"
"216","rule6:ideolconserv","Num. Gyms restrictions X ideolconserv",-0.0210994863661531,0.0989024376013992,0.831064612460787,""
"217","rule6:ideolliberal","Num. Gyms restrictions X ideolliberal",-0.101137425782801,0.0973013380878807,0.29860720598565,""
"218","rule6:monthstwo","Num. Gyms restrictions X 1=two-month restrictions",-0.244066956768997,0.0792501175420823,0.00207205950098527,"*"
"219","rule7","Num. Theaters restrictions",-0.100280547721344,0.193765686885396,0.604782660329964,""
"220","rule7:female","Num. Theaters restrictions X female",-0.142985979569253,0.080577526351218,0.0759781049120483,""
"221","rule7:pvoterep","Num. Theaters restrictions X pvoterep",-0.0153898391697175,0.260883817072633,0.952959148613728,""
"222","rule7:pzipage18to24","Num. Theaters restrictions X pzipage18to24",1.42547545032114,1.05948968225914,0.178484509591453,""
"223","rule7:pziprblack","Num. Theaters restrictions X pziprblack",-0.249622784300321,0.77523414689089,0.747455246036725,""
"224","rule7:pzipimanuf","Num. Theaters restrictions X pzipimanuf",1.07981959496027,0.765232186715601,0.158214954227034,""
"225","rule7:pzipiinfor","Num. Theaters restrictions X pzipiinfor",1.82516637862048,1.99943456943061,0.361326032827326,""
"226","rule7:pzipifinan","Num. Theaters restrictions X pzipifinan",1.54246595330427,1.5750968954131,0.327440061094976,""
